linha_produto,principio_ativo,n_skus,marcas,decision,cod_item,desc_global,confidence,reasoning,n_candidates,candidate_cod_items,model,cached,error,custo_medio,custo_min,custo_max,vl_medio_global,prev_mes_rs,abc_global,run_pass
CLORIDRATO DE TRAMADOL (100MG/ML SOL OR GTS 10ML) A2,TRAMADOL,1,['CRISTALIA'],no_match,,,0.95,Unimed: tramadol cloridrato 100 mg/ml solução oral gotas 10 ml. Candidatos disponíveis são tramadol em solução injetável 50 mg/ml (ampolas) ou em comprimido/cápsula 50 mg — diferença de via (oral x IV/IM) e concentração (100 mg/ml ≠ 50 mg/ml) e forma farmacêutica incompatível. Portanto não há equivalente clínico nos candidatos.,25,"[86641, 86463, 100269, 86865, 87267, 87266, 83664, 86786, 101241, 111420, 86649, 87265, 86646, 86705, 83659, 86795, 111299, 86906, 86601, 87380, 86335, 86764, 86653, 87097, 113736]",openai:gpt-5-mini,False,,15.0,15.0,15.0,,,,initial
CLORIDRATO DE GENCITABINA (1000MG PO LIOFILO INJETAVEL),CLORIDRATO DE GENCITABINA,6,"['ACCORD', 'BERGAMO', 'CRISTALIA ONCO', 'EUROFARMA ONCO', 'FARMARIN ONCO']",no_match,,,0.95,"Princípio ativo: cloridrato de gencitabina 1000 mg, forma: pó liofilizado para solução injetável (vial), via IV, volume/embalagem 50 ml nas amostras. Nenhum dos candidatos listados corresponde à substância gemcitabina/cloridrato de gencitabina nem apresenta combinação equivalente de dose/forma/via. Todos são fármacos diferentes (ex.: daptomicina, ceftriaxona, hidrocortisona, etc.), portanto no_match.",25,"[100370, 86705, 86704, 111420, 87217, 86786, 95507, 104604, 86651, 83673, 100269, 86629, 86619, 86444, 86909, 86865, 86908, 86620, 86649, 83664, 86601, 86676, 86471, 101608, 83653]",openai:gpt-5-mini,False,,87.58333333333333,60.0,155.0,,,,initial
"METILSULFATO DE NEOSTIGMINA  (0,5 MG/ML INJ 1 ML)",NEOSTIGMINA,2,"['BLAU', 'UNIAO QUIMICA']",match,87024.0,"neostigmina 0,5 mg/ml sol inj amp 1 ml",1.0,"Princípio ativo NEOSTIGMINA; mesma concentração 0,5 mg/ml; mesma forma sol inj (injeção) em ampola 1 ml; marcas ignoradas — apresentação clínica equivalente.",25,"[87004, 87024, 86335, 87209, 86972, 87238, 87210, 87234, 87206, 87249, 86814, 86712, 86494, 87005, 86649, 86777, 86684, 86963, 87275, 115305, 86769, 83693, 87141, 86778, 83672]",openai:gpt-5-mini,False,,0.897,0.7,1.094,1.67,135.60399999999998,C,initial
MEROPENEM 2G PO,MEROPENEM TRI-HIDRATADO,1,['EUROFARMA'],no_match,,,1.0,"Princípio ativo: meropenem tri-hidratado; apresentação Unimed: 2 g pó injetável (PO = pó). Há candidatos com meropenem, mas em 1 g (cod 86954) e 500 mg (cod 86955) — doses diferentes. Forma/via compatíveis, mas a dose não é equivalente conforme regra 2, portanto no_match.",25,"[86477, 86954, 86955, 87221, 86670, 86524, 86935, 86636, 87540, 87541, 87542, 87543, 100952, 102396, 86468, 86922, 86761, 86803, 87508, 87504, 83774, 108057, 86330, 86920, 86919]",openai:gpt-5-mini,False,,93.4,93.4,93.4,,,,initial
"AMINOÂ¿CIDOS   (0,5G/ML INJ IV 10ML)",ASPARTATO DE ORNITINA,1,['BIOLAB'],no_match,,,0.95,"Princípio ativo Unimed: aspartato de ornitina (solução de aminoácidos) 0,5 g/ml inj IV 10 ml. Nenhum dos candidatos listados corresponde a aminoácidos/L-ornitina aspartato; todos são princípios diferentes (analgésicos, catecolaminas, eletrólitos, glicose, água p/ injetáveis, etc.). Dose/formulação/atividade clínica incompatíveis.",25,"[86450, 86732, 83688, 86997, 87007, 110280, 86649, 87238, 83677, 87016, 87141, 86727, 86494, 86734, 87009, 101571, 106331, 87267, 87266, 83644, 87024, 86789, 86979, 86417, 86994]",openai:gpt-5-mini,False,,48.00002,48.00002,48.00002,,,,initial
"PACLITAXEL (6MG/ML SOL INJ IV FRASCO AMPOLA 16,7ML)",PACLITAXEL,8,"['ACCORD', 'BERGAMO', 'BLAU', 'CAMBER', 'EUROFARMA ONCO', 'FARMARIN ONCO']",no_match,,,1.0,"Nenhum candidato corresponde a PACLITAXEL 6 mg/ml solução injetável IV (frasco/ampola 16,7 ml, 100 mg). Todos os itens listados são princípios ativos diferentes (ex.: dobutamina, tocilizumabe, propofol, rituximabe etc.). Substância diferente — portanto, no_match.",25,"[86727, 106331, 87254, 113736, 87255, 87201, 87047, 86732, 101571, 86789, 115780, 86459, 110280, 86603, 87279, 115305, 87238, 86554, 83644, 87130, 87016, 86994, 87141, 86997, 87206]",openai:gpt-5-mini,False,,39.912500875,29.5,57.4,,,,initial
HEPARINA SÂ¿DICA SUÂ¿NA (5000UI/ML SOLUCAO INJETAVEL IV AMPOLA 5ML),HEPARINA SODICA SUINA,4,"['BLAU', 'CRISTALIA', 'EUROFARMA', 'HIPOLABOR']",match,83679.0,heparina sodica 5000 ui/ml sol inj fa 5 ml (hepamax),0.95,"Mesmo princípio ativo (heparina sódica suína). Dose idêntica 5.000 UI/mL. Mesma forma farmacêutica (solução injetável, ampola/frasco 5 mL). Via compatível (IV; amostras incluem IV/SC, via IV é aceita). Marcas ignoradas — apresentação clínica equivalente.",25,"[110695, 83696, 83679, 86670, 86732, 87201, 86789, 87096, 87007, 86537, 86758, 86708, 87141, 86440, 86979, 116736, 86458, 86753, 86754, 86755, 86752, 83688, 87267, 86745, 86995]",openai:gpt-5-mini,False,,14.2175,13.0,15.87,18.55,2279.795,C,initial
ANTIASTENICO VITAMINA,SULBUTIAMINA,1,['SERVIER'],no_match,,,1.0,"Princípio Unimed: SULBUTIAMINA 200 mg comprimido (Arcalion). Nenhum candidato Global corresponde a sulbutiamina: o item mais próximo (cod_item=87239 tiamina 300 mg) é substância diferente (tiamina ≠ sulbutiamina) e dose distinta; demais candidatos são outros fármacos ou insumos não relacionados. Portanto, sem equivalente clínico nos candidatos fornecidos.",25,"[86406, 86943, 92737, 87396, 117286, 87239, 87761, 87716, 87773, 83837, 87293, 84894, 107287, 84897, 113688, 100387, 87030, 87225, 87677, 85002, 84923, 88009, 86407, 83642, 87297]",openai:gpt-5-mini,False,,1.158262,1.158262,1.158262,,,,initial
SIMETICONA (75MG/ML 15ML EMUSSAO ORAL),SIMETICONA,3,['EMS'],match,83693.0,simeticona 75 mg/ml emu or fr 15 ml,1.0,Princípio ativo simeticona; mesma concentração 75 mg/ml; mesma forma farmacêutica (emulsão/oral drops); mesma via oral; mesmo volume frasco 15 ml — apresentação clínica equivalente.,25,"[113040, 83693, 87184, 83694, 88139, 88190, 87252, 88140, 83911, 88084, 87709, 87238, 87234, 101498, 84135, 102325, 86536, 84137, 87681, 87576, 110280, 87277, 115305, 87266, 87312]",openai:gpt-5-mini,False,,1.31,1.28,1.35,1.59,1621.482,C,initial
BENZILPENICILINA BENZATINA (300.000UI/ML SUS INJ IM FA 4ML),PENICILINA G BENZATINA,2,"['EUROFARMA', 'TEUTO']",match,86508.0,benzilpenicilina benzatina 1.200.000 ui sus inj im fa 4 ml benzetacil,1.0,"Princípio ativo e apresentação clínica idênticos: Benzilpenicilina benzatina (Penicilina G benzatina) em suspensão para injeção IM 300.000 UI/ml x 4 ml = 1.200.000 UI total; forma (suspensão/inj IM), dose/concentração e volume correspondem. Marcas ignoradas.",25,"[86897, 86508, 86509, 83682, 114778, 83683, 108106, 83640, 83680, 86440, 86444, 86932, 86930, 86503, 86436, 87275, 87130, 86417, 83686, 86466, 86445, 86879, 86877, 83679, 86564]",openai:gpt-5-mini,False,,6.85,5.3,8.4,8.76,1387.584,C,initial
SEVOFLURANO ( 1ML/MG SOL INAL 250ML) C1,SEVOFLURANO,4,"['BIOCHIMICO', 'CRISTALIA', 'UNIAO QUIMICA']",match,87182.0,sevoflurano 1 ml/ml sol inal fr 100 ml,0.95,"Mesma substância (sevoflurano), mesma concentração/princípio (1 ml/ml), mesma forma farmacêutica (solução inalatória) e mesma via (inalatória). Volume do frasco difere (Unimed 250 ml vs candidato 100 ml) mas embalagem/volume são compatíveis clinicamente para anestésico inalatório; marcas/nomes ignorados.",25,"[86641, 87182, 87009, 86912, 113736, 86595, 115780, 87266, 87249, 84759, 86931, 86795, 87007, 86965, 86767, 86554, 87267, 86745, 83666, 87234, 86914, 87016, 87141, 87160, 86997]",openai:gpt-5-mini,False,,286.5,200.0,340.0,159.56,18907.86,B,initial
VORICONAZOL  (200MG PO LIOF INJ IV),VORICONAZOL,5,"['BERGAMO', 'CAMBER', 'CRISTALIA', 'EUROFARMA']",no_match,,,1.0,Princípio: voriconazol 200 mg. Unimed descreve pó liofilizado para injeção IV (solução injetável). O único voriconazol listado (cod_item=87305) é 200 mg comprimido revestido (oral) — forma farmacêutica e via incompatíveis. Demais candidatos são princípios ativos diferentes. Sem equivalente clínico nos candidatos.,25,"[86873, 87293, 87094, 87231, 87071, 87225, 86620, 87244, 87305, 86619, 86989, 87156, 87232, 86500, 87102, 87063, 86629, 86676, 102978, 83653, 86955, 87168, 86329, 86838, 86837]",openai:gpt-5-mini,False,,132.25,80.0,300.0,,,,initial
"PIPERACILINA SÂ¿DICA, TAZOBACTAM SÂ¿DICO (4G + 500MG PO SOL INJ IV FRASCO)",PIPERACILINA SODICA+TAZOBACTAM SODICO,10,"['AUROBINDO', 'BIOCHIMICO', 'BLAU', 'EUROFARMA', 'FRESENIUS', 'MYLAN', 'NOVAFARMA', 'SANDOZ', 'TEUTO']",match,86838.0,piperacilina + tazobactam 4 g + 500 mg po liof inj fa,1.0,"Mesmos princípios ativos (piperacilina sódica + tazobactam sódico), mesma dose 4 g + 500 mg, mesma forma farmacêutica (pó liofilizado para solução injetável), mesma via IV, embalagem frasco compatível; marcas ignoradas.",25,"[86837, 86838, 86319, 86975, 83679, 83665, 83696, 83646, 86596, 83653, 86518, 86595, 87201, 86753, 86695, 86751, 83652, 86582, 87102, 87089, 86754, 86755, 86752, 86321, 86774]",openai:gpt-5-mini,False,,29.482999999999997,0.0,180.0,17.93,12644.236,B,initial
AMOXICILINA+SULBACTAM (1000+500MG PO INJ IV/IM 5ML),AMOXICILINA+SULBACTAM,1,['BAGO'],no_match,,,0.95,"Unimed descreve amoxicilina + sulbactam 1000+500 mg solução para injecção (IV/IM) 5 ml. Na lista Global não há item com amoxicilina+sulbactam nessa composição. O candidato com sulbactam (cod 86477) é ampicilina+sulbactam (princípio diferente: ampicilina ≠ amoxicilina). O item com amoxicilina (cod 86471) é amoxicilina+clavulanato (inibidor diferente). Dose, princípio ativo e inibidor não coincidem — portanto no_match.",25,"[86873, 86477, 86472, 86838, 116877, 86732, 101571, 87201, 86596, 86837, 83646, 86471, 106331, 86319, 87047, 86727, 86629, 87210, 86615, 87009, 86676, 86603, 86500, 83688, 87071]",openai:gpt-5-mini,False,,71.92,71.92,71.92,,,,initial
POLIVITAMINICOS ( SOL INJ IV 10 ML),POLIVITAMINICOS,1,['CRISTALIA'],no_match,,,0.8,"Princípio ativo: polivitamínicos coincide com candidato 86323, mas apresentação difere: Unimed especifica solução injetável IV 10 ml; candidato 86323 é polivitamínico inj 5 ml (volume diferente) e não há garantia de equivalência de concentração/embalagem/via. Pelo requisito de volume/embalagem e equivalência clínica, não realizar match.",25,"[86727, 86323, 86732, 87141, 87047, 87254, 86649, 86571, 83688, 86965, 101571, 86769, 86630, 86615, 87238, 86912, 83677, 86994, 86778, 86997, 87201, 86789, 86545, 84759, 86806]",openai:gpt-5-mini,False,,5.15,5.15,5.15,,,,initial
CLORIDRATO DE PROPAFENONA,CLORIDRATO DE PROPAFENONA,1,['ALTHAIA S.A INDUSTRIA'],match,86860.0,propafenona 300 mg com rev,1.0,Princípio ativo: cloridrato de propafenona (mesmo princípio). Dose: 300 mg = 300 mg. Forma farmacêutica: comprimido (com rev = comprimido revestido) = mesma forma oral. Via: oral compatível. Embalagem/volume: apresentação Unimed 60 CP compatível com item genérico. Marca ignorada conforme regra.,25,"[108872, 100269, 86704, 86705, 86909, 100370, 111420, 86908, 86865, 86463, 104604, 87380, 86651, 86860, 95507, 116358, 86736, 86786, 86633, 92961, 87127, 84107, 84742, 103251, 103138]",openai:gpt-5-mini,False,,0.52663,0.52663,0.52663,1.87,192.61,C,initial
DIPROPIONATO DE BETAMETASONA+SULFATO DE GENTAMICINA,DIPROPIONATO DE BETAMETASONA+SULFATO DE GENTAMICINA,1,['COSMED'],no_match,,,0.95,"Produto Unimed: betametasona dipropionato + sulfato de gentamicina em creme (DIPROGENTA 30g) — combinação tópica específica. Nenhum candidato Global lista simultaneamente betametasona dipropionato + gentamicina em formulação tópica. Candidatos com betametasona combinam com neomicina ou fusidato/valerato (cods 92909,101465) — substância aminoglicosídeo diferente; candidado com gentamicina é solução injetável (cod 83676) — forma diferente. Por diferença de princípio ativo e/ou forma farmacêutica, aplicam-se regras de no_match.",25,"[108872, 86516, 86505, 86504, 86503, 86518, 86517, 92909, 101465, 87011, 87174, 83676, 86695, 87848, 87531, 87251, 87208, 83665, 87215, 87115, 86691, 84899, 107026, 87405, 92745]",openai:gpt-5-mini,False,,7.19,7.19,7.19,,,,initial
OXALIPLATINA (100MG PO LIOF INJ IV FA),OXALIPLATINA,5,"['BERGAMO', 'EUROFARMA ONCO', 'FARMARIN ONCO', 'GLENMARK']",no_match,,,1.0,"Princípio ativo diferente: nenhum dos candidatos é oxaliplatina. Embora a apresentação clínica (liofilizado para injeção IV 100 mg) seja o alvo, todos os cod_item listados referem-se a outros fármacos (cetoprofeno, oxacilina, teicoplanina, etc.). Marcas ignoradas; múltiplos SKUs Unimed não alteram o princípio ativo. Portanto não há equivalente clínico nos candidatos fornecidos.",25,"[86329, 87071, 87225, 86989, 87293, 87244, 86444, 86481, 87232, 87231, 86676, 86619, 86873, 86500, 86459, 86583, 86584, 87094, 87261, 86954, 86501, 86629, 87156, 86586, 86477]",openai:gpt-5-mini,False,,64.338,52.0,78.0,,,,initial
CIMETIDINA (150MG/ML SOL INJ INJ IV AMPOLA 2ML),CIMETIDINA,3,"['HYPOFARMA', 'TEUTO']",no_match,,,1.0,"Princípio ativo diferente. Unimed: CIMETIDINA 150 mg/ml solução injetável IV 2 ml. Nenhum dos candidatos listados contém cimetidina; todos são fármacos distintos (ex.: clonidina, clindamicina, gentamicina, etc.) — portanto não há equivalente clínico.",25,"[86641, 106331, 86630, 83676, 83688, 110280, 86778, 86712, 86745, 86963, 87238, 86732, 86997, 87024, 86466, 83640, 87007, 86590, 87206, 86806, 86979, 115305, 87040, 86859, 86615]",openai:gpt-5-mini,False,,0.89,0.7,1.02,,,,initial
"ACETATO DE DESMOPRESSINA (0,1MG/ML SOL NAS FR SPRAY 2,5ML)",ACETATO DE DESMOPRESSINA,1,['BERGAMO'],no_match,,,0.95,"Unimed: ACETATO DE DESMOPRESSINA 0,1 mg/ml solução nasal spray 2,5 ml (desmopressina, via nasal, 0,1 mg/ml). Nenhum dos candidatos Global é desmopressina em apresentação nasal com mesma concentração/volume. O candidato 86687 é desmopressina 4 mcg/ml solução injetável 1 ml (substância igual, porém via e concentração diferentes — 4 mcg/ml ≠ 100 mcg/ml — e forma inj ≠ spray nasal). Portanto sem equivalente clínico adequado nos candidatos.",25,"[87017, 86687, 95507, 86614, 92937, 86865, 107573, 100385, 87118, 87248, 100269, 87115, 102325, 106342, 86692, 86494, 86399, 86649, 87297, 86696, 86418, 87309, 110318, 83659, 86646]",openai:gpt-5-mini,False,,148.3,148.3,148.3,,,,initial
"CLORIDRATO DE METILFENIDATO (10MG CPR) A3
",CLORIDRATO DE METILFENIDATO,1,['EMS'],no_match,,,1.0,"Unimed: cloridrato de metilfenidato 10 mg comprimido (princípio ativo metilfenidato). Nenhum dos candidatos apresenta metilfenidato; todos listam substâncias diferentes (metformina, trimetazidina, doxiciclina, etc.). Forma/dose/princípio diferentes -> no_match.",25,"[111420, 92961, 86651, 86786, 104604, 86865, 86909, 87380, 100269, 101721, 86771, 87127, 87128, 117320, 86705, 86908, 86463, 86736, 115379, 116358, 84228, 86633, 111334, 84666, 95507]",openai:gpt-5-mini,False,,0.231,0.231,0.231,,,,initial
TINIDAZOL+TIOCONAZOL TOPICO (20MG/G + 30 MG/G CREM VAG X 35G),TINIDAZOL+TIOCONAZOL,1,['FQM'],no_match,,,1.0,"Nenhum candidato contém TINIDAZOL ou TIOCONAZOL. A linha Unimed é TINIDAZOL 20 mg/g + TIOCONAZOL 30 mg/g creme vaginal 35 g (princípio, dose, forma e via específicos). Os candidatos listados têm princípios ativos diferentes (cetoconazol, nistatina, oxiconazol, etc.) ou formas/doses distintas, logo não há equivalente clínico.",25,"[86843, 86326, 101465, 86513, 86710, 101464, 87118, 86328, 83684, 87035, 87174, 107573, 87116, 86417, 86931, 87274, 87128, 87278, 102365, 86850, 86658, 86418, 86796, 86612, 87015]",openai:gpt-5-mini,False,,11.940167,11.940167,11.940167,,,,initial
"CLORIDRATO DE METILFENIDATO (10MG CP) A3
",CLORIDRATO DE METILFENIDATO,1,['EMS'],no_match,,,1.0,"Princípio ativo Unimed = cloridrato de metilfenidato 10 mg comprimido (psicoestimulante oral). Nenhum candidato na lista contém metilfenidato ou equivalente clínico; substâncias, doses e formas farmacêuticas diferentes. Portanto não há correspondente clínico.",25,"[111420, 92961, 86651, 86909, 86786, 100269, 101721, 104604, 86771, 87127, 117320, 86865, 86705, 87380, 86736, 116358, 84228, 84215, 95507, 86704, 116624, 116642, 87402, 87709, 87208]",openai:gpt-5-mini,False,,0.231,0.231,0.231,,,,initial
"CLORETO DE SODIO (0,9% 30 SACHES 2,16 GRAMAS + FRASCO APLICADOR 240 ML)",CLORETO DE SODIO,1,['FQM'],no_match,,,0.9,"Princípio: Cloreto de sódio — compatível. Concentração: 0,9% — compatível com vários candidatos. Forma farmacêutica: Unimed = pó solúvel em sachês (kit com frasco aplicador 240 ml) para reconstituição/uso tópico/instilação; candidatos listados são principalmente soluções prontas para infusão IV ou ampolas injetáveis (ou gel nasal/outs), ou produtos diferentes. Via: Unimed indica uso via tópica/instilação (frasco aplicador) ≠ via IV/injetável dos candidatos relevantes. Volume/embalagem: sachês 2,16 g + frasco 240 ml ≠ bolsas/ampolas das opções. Portanto, não há equivalente clínico nos candidatos fornecidos.",25,"[87321, 83660, 83661, 86649, 83663, 83662, 83664, 87116, 84742, 86827, 87636, 83658, 86523, 83659, 86942, 86646, 87217, 100391, 114765, 86614, 100269, 86645, 86865, 87380, 86601]",openai:gpt-5-mini,False,,54.59,54.59,54.59,,,,initial
CLORIDRATO DE GENCITABINA (200MG PO LIOFILO INJETAVEL FA 10ML),CLORIDRATO DE GENCITABINA,7,"['ACCORD', 'BERGAMO', 'CHEMICALTECH', 'CRISTALIA ONCO', 'EUROFARMA ONCO', 'FARMARIN ONCO']",no_match,,,1.0,Princípio ativo diferente: Unimed = cloridrato de gencitabina 200 mg pó liofilizado para injeção IV 10 ml. Nenhum candidato Global lista gencitabina ou produto equivalente clínico; portanto não há correspondência por substância (regra 1).,25,"[86409, 86705, 100269, 83673, 86704, 95507, 104604, 86629, 86619, 86444, 111420, 86865, 86471, 87217, 86786, 100370, 86620, 86676, 86909, 86481, 86463, 87380, 86651, 83664, 101325]",openai:gpt-5-mini,False,,39.86707142857143,17.0,82.08,,,,initial
DIMENIDRINATO+PIRIDOXINA+GLICOSE+FRUTOSE INJETAVEL (B6 DL SOL INJ IV 10ML),DIMENIDRINATO+PIRIDOXINA+GLICOSE+FRUTOSE,2,['COSMED'],match,86720.0,dimenidrinato + piridoxina + glicose + frutose 3 mg + 5 mg + 100 mg + 100 mg inj iv 10 ml amp,0.9,"Mesmos princípios ativos (dimenidrinato + piridoxina + glicose + frutose), forma farmacêutica sol inj, via IV e volume 10 ml coincidentes. Candidate especifica doses compatíveis com a apresentação comercial (DRAMIN B6 DL SOL INJ IV 10ML). Marcas ignoradas.",25,"[86641, 86720, 86717, 116736, 83677, 86571, 110695, 87040, 83644, 87279, 86705, 100370, 86879, 87248, 86614, 86649, 83673, 101571, 104604, 104710, 86682, 86437, 87089, 86877, 86865]",openai:gpt-5-mini,False,,6.79335,6.7892,6.7975,7.3,10846.34,B,initial
"MALEATO DE DEXCLORFENIRAMINA (0,4MG/ML XAROPE 100ML)",MALEATO DE DEXCLORFENIRAMINA,1,['NEO QUIMICA'],match,86696.0,"dexclorfeniramina 0,4 mg/ml sol or fr 120 ml",0.9,"Princípio ativo: dexclorfeniramina (maleato) — corresponde; dose 0,4 mg/ml — igual; forma farmacêutica: xarope/solução oral — equivalente; via: oral — igual; volume: Unimed 100 ml vs candidato 120 ml (diferença de embalagem, clinicamente compatível).",25,"[86450, 86696, 87115, 86685, 87286, 102325, 86762, 87380, 86646, 111420, 84210, 86763, 84215, 87086, 86712, 83658, 86649, 83664, 86601, 87118, 87327, 113429, 107224, 83643, 110315]",openai:gpt-5-mini,False,,3.03,3.03,3.03,3.99,12.369000000000002,C,initial
CLORIDRATO DE NEBIVOLOL,CLORIDRATO DE NEBIVOLOL,2,"['BIOLAB', 'TORRENT PHARMA']",match,87021.0,nebivolol 5 mg com,1.0,"Mesmo princípio ativo (nebivolol/cloridrato de nebivolol), mesma dose (5 mg) e mesma forma farmacêutica (comprimido oral). Marcas ignoradas — apresentação clínica compatível.",25,"[108872, 100269, 86704, 86705, 86909, 100370, 111420, 86908, 86865, 86463, 104604, 87380, 86651, 87021, 95507, 116358, 86736, 86786, 86633, 84107, 86724, 87127, 87807, 92932, 88159]",openai:gpt-5-mini,False,,0.3974625,0.361713,0.433212,0.63,48.195,C,initial
